-0.6174281547122003,G
0.04233766740141152,B
0.010672400303183205,I
0.3087140773560783,M
0.14969512834366977,C
5.4539391586712345,J
0.0006092506599732598,GI
0.003163652576321905,GB
4.230592475119446,GJ
0.10401648066710345,GC
0.00906377406230019,IB
0.015704421365405945,IM
0.008908779261463187,IC
0.061924671481912566,BM
-0.13299528551640982,BJ
6.065612500427699,MJ
0.17253445217779542,MC
-3.557632851458226,JC
0.00031543014842758035,GIB
-0.00023796904556501588,GIC
-0.0742537389019079,GBJ
-5.50573420189035,GJC
0.013439549433116933,IBM
0.013482065479016304,IMC
-0.16236605933171133,BMJ
-2.583582176245728,MJC
2.715355487421519,1
